,isbn,authors,original_publication_year,original_title,average_rating,image_url,publication_year,book_read_url
4734,1401322433,Nigella Lawson,2007,Nigella Express: Good Food Fast,3.96,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2007,
4736,044657161X,Jill Shalvis,2010,Simply Irresistible,3.92,https://images.gr-assets.com/books/1323268405m/7863423.jpg,2010,
4737,425266516,Sylvain Reynard,2013,Gabriel's redemption,4.23,https://images.gr-assets.com/books/1366632463m/16247792.jpg,2013,
4738,1934964107,Bryan Lee O'Malley,2009,"Scott Pilgrim, Volume 5: Scott Pilgrim Vs. the Universe",4.33,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2009,
4739,805082115,Atul Gawande,2007,Better: A Surgeon's Notes on Performance,4.19,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2007,
4742,470484233,"Rebecca Housel, J. Jeremy Wisnewski, William Irwin",2009,"Twilight and Philosophy: Vampires, Vegetarians, and the Pursuit of Immortality (The Blackwell Philosophy and Pop Culture Series)",4.39,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2009,
4743,345032799,Eric Berne,1964,Games People Play,3.81,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1964,
4744,449818438,Brandon Sanderson,2013,Mitosis,3.87,https://images.gr-assets.com/books/1385570447m/18966322.jpg,2013,
4745,192836382,"Alexandre Dumas fils, David Coward",1848,La Dame aux camélias,3.97,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1848,
4746,1595549633,Rachel Hauck,2012,The Wedding Dress,3.83,https://images.gr-assets.com/books/1327923985m/11942639.jpg,2012,
4747,786866020,"Stephen C. Lundin, Harry Paul, John Christensen, Kenneth H. Blanchard",1996,Fish! A Remarkable Way to Boost Morale and Improve Results,3.92,https://images.gr-assets.com/books/1393219562m/206309.jpg,1996,
4748,743449746,Stephen E. Ambrose,1994,"D-Day June 6, 1944: The Climactic Battle of WWII",4.25,https://images.gr-assets.com/books/1391798880m/49250.jpg,1994,
4749,547251270,Linda Sue Park,2010,A Long Walk to Water,4.23,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2010,
4750,61449180,Michael  Grant,2013,Light,4.4,https://images.gr-assets.com/books/1331533067m/8811139.jpg,2013,
4752,345419677,Philip José Farmer,1971,To Your Scattered Bodies Go,3.94,https://images.gr-assets.com/books/1327657439m/189147.jpg,1971,
4753,515142867,Nora Roberts,2001,Midnight Bayou,3.96,https://images.gr-assets.com/books/1309200744m/114132.jpg,2001,
4754,156031191,Mark Helprin,1983,Winter's Tale,3.5,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1983,
4755,1568650957,Sidney Sheldon,1991,The Doomsday Conspiracy,3.59,https://images.gr-assets.com/books/1408853925m/106646.jpg,1991,
4756,1423301854,"J.D. Robb, Susan Ericksen",1996,Rapture in Death,4.26,https://images.gr-assets.com/books/1347628556m/201175.jpg,1996,
4757,143036254,Thomas Paine,1776,Common Sense,3.97,https://images.gr-assets.com/books/1309209451m/161744.jpg,1776,
4758,767903579,Adeline Yen Mah,1997,Falling Leaves: The Memoir of an Unwanted Chinese Daughter,3.88,https://images.gr-assets.com/books/1423952608m/54529.jpg,1997,
4760,1250011914,C.C. Hunter,2012,Whispers at Moonrise ,4.38,https://images.gr-assets.com/books/1331497103m/13416236.jpg,2012,
4761,030746363X,Timothy Ferriss,2000,The 4-Hour Body,3.76,https://images.gr-assets.com/books/1351861578m/7148931.jpg,2000,
4762,375727019,"Michel Houellebecq, Frank Wynne",1998,Les Particules élémentaires,3.78,https://images.gr-assets.com/books/1403180525m/58314.jpg,1998,
4764,785114777,"Roy Thomas, Dick Giordano, Mark D. Beazley, Bram Stoker",2005,Stoker's Dracula ,3.93,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2005,
4765,439014573,Dav Pilkey,1997,The Adventures of Captain Underpants,3.84,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1997,
4766,547564651,Paul Tough,2012,"How Children Succeed: Grit, Curiosity, and the Hidden Power of Character",3.91,https://images.gr-assets.com/books/1344730141m/13435889.jpg,2012,
4767,446677949,Arthur C. Clarke,1979,The Fountains of Paradise,3.96,https://images.gr-assets.com/books/1344265959m/149049.jpg,1979,
4768,670038342,Elif Shafak,2006,Baba ve Piç,3.79,https://images.gr-assets.com/books/1309282092m/98920.jpg,2006,
4769,307931900,David Levithan,2013,Two Boys Kissing,4.11,https://images.gr-assets.com/books/1364194940m/17237214.jpg,2013,
4771,1400043875,Scott B. Smith,2006,The Ruins,3.5,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2006,
4772,60525657,Erin Hunter,2004,A Dangerous Path,4.42,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2004,
4773,449000753,Michael Blake,1988,Dances with Wolves,4.19,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1988,
4774,375814698,Tamora Pierce,2009,"Bloodhound (Beka Cooper, #2)",4.26,https://images.gr-assets.com/books/1320443071m/153779.jpg,2009,
4775,160751351X,Brent Weeks,2009,The Night Angel Trilogy,4.42,https://images.gr-assets.com/books/1450327994m/6122735.jpg,2009,
4776,675093244,William Faulkner,1930,A Rose for Emily,4.06,https://images.gr-assets.com/books/1487468453m/426025.jpg,1930,
4778,446400157,Ellis Peters,1977,A Morbid Taste for Bones,3.99,https://images.gr-assets.com/books/1296427936m/321545.jpg,1977,
4779,019283410X,"Giorgio Vasari, Julia Conway Bondanella, Peter Bondanella",1550,"Le Vite de' più eccellenti pittori, scultori, e architettori da Cimabue insino a' tempi nostri",3.78,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1550,
4780,312934335,Sherrilyn Kenyon,2005,Unleash the Night,4.34,https://images.gr-assets.com/books/1462051642m/84139.jpg,2005,
4781,747594155,Angie Sage,2009,Syren,4.1,https://images.gr-assets.com/books/1327949203m/4935682.jpg,2009,
4782,3453532988,"Dmitry Glukhovsky, M. David Drevs",2005,Метро 2033,3.98,https://images.gr-assets.com/books/1328809143m/5558786.jpg,2005,
4783,1741753597,Christos Tsiolkas,2008,The Slap,3.16,https://images.gr-assets.com/books/1330062364m/5396496.jpg,2008,
4784,64301389,"Robert Henri, Forbes Watson, Margery A. Ryerson",1929,"The Art Spirit: Notes, Articles, Fragments of Letters and Talks to Students, Bearing on the Concept and Technique of Picture Making, the Study of Art Generally, and on Appreciation (Icon Editions)",3.87,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1929,
4785,1611099692,Marcus Sakey,2013,Brilliance,3.95,https://images.gr-assets.com/books/1437159954m/17171909.jpg,2013,
4787,571219357,Jonathan Lethem,2003,The Fortress of Solitude,3.87,https://images.gr-assets.com/books/1418677318m/9799.jpg,2003,
4788,553804820,Dean Koontz,2007,The Darkest Evening of the Year,3.71,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2007,
4789,374104107,Jeff VanderMeer,2014,Authority ,3.55,https://images.gr-assets.com/books/1403941730m/18077769.jpg,2014,
4790,689859406,"Holly Black, Tony DiTerlizzi",2004,The Wrath of Mulgarath,3.92,https://images.gr-assets.com/books/1358702186m/277190.jpg,2004,
4792,385498802,Myla Goldberg,2000,Bee Season,3.55,https://images.gr-assets.com/books/1371912051m/251762.jpg,2000,
4793,60567112,Karin Slaughter,2004,Indelible,4.19,https://images.gr-assets.com/books/1299703450m/182012.jpg,2004,
4794,425098648,Dean Koontz,1976,Night Chills,3.86,https://images.gr-assets.com/books/1308460533m/236208.jpg,1976,
4795,517543052,"Ram Dass, Richard Alpert",1971,Be Here Now,4.27,https://images.gr-assets.com/books/1369858407m/29254.jpg,1971,
4796,425204200,Patricia Cornwell,2004,Trace,3.76,https://images.gr-assets.com/books/1310723816m/6530.jpg,2004,
4797,440243904,Conn Iggulden,2007,Genghis: Birth of an Empire,4.34,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2007,
4798,345373529,David Eddings,1990,The Ruby Knight,3.96,https://images.gr-assets.com/books/1487687688m/291354.jpg,1990,
4799,60177241,Clive Barker,1992,The Thief of Always,4.18,https://images.gr-assets.com/books/1309239541m/32638.jpg,1992,
4800,553589385,Lara Adrian,2007,Kiss of Crimson ,4.17,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2007,
4801,345497627,Tess Gerritsen,2008,The Keepsake,4.09,https://images.gr-assets.com/books/1320502170m/2653622.jpg,2008,
4804,1416580948,Kresley Cole,2009,Kiss of a Demon King ,4.35,https://images.gr-assets.com/books/1357612809m/3585344.jpg,2009,
4805,553813153,Steven Erikson,2006,The Bonehunters,4.42,https://images.gr-assets.com/books/1399934281m/478951.jpg,2006,
4807,1477825940,Charlie N. Holmberg,2014,The Glass Magician,3.87,https://images.gr-assets.com/books/1410466975m/22341276.jpg,2014,
4808,9380658674,Ashwin Sanghi,2010,Chanakya's Chant,3.68,https://images.gr-assets.com/books/1327939570m/10098912.jpg,2010,
4809,312265050,Norman Mailer,1948,The Naked and the Dead,3.94,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1948,
4810,019516895X,James M. McPherson,1988,Battle Cry of Freedom,4.32,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1988,
4811,307162346,"Michael Teitelbaum, Sue DiCicco",1989,The Little Mermaid (Little Golden Storybook),4.36,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1989,
4812,044661761X,"James Patterson, Andrew Gross",2005,Lifeguard,3.76,https://images.gr-assets.com/books/1344264201m/86424.jpg,2005,
4814,330398059,Judy Blume,1974,Blubber,3.78,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1974,
4815,61783196,Jeaniene Frost,2011,"One Grave at a Time (Night Huntress, #6)",4.25,https://images.gr-assets.com/books/1315175727m/7954556.jpg,2011,
4816,1937053164,Jennifer L. Armentrout,2013,Apollyon,4.4,https://images.gr-assets.com/books/1350101819m/9897164.jpg,2013,
4817,7288387,Lindsey Kelk,2009,I Heart New York,3.84,https://images.gr-assets.com/books/1276963692m/6202661.jpg,2009,
4818,545040523,Meg Cabot,2008,Airhead ,3.77,https://images.gr-assets.com/books/1260574610m/2213324.jpg,2008,
4819,452281458,"A.N. Roquelaure, Anne Rice",1985,"Beauty's Release (Sleeping Beauty, #3)",3.71,https://images.gr-assets.com/books/1167595462m/25190.jpg,1985,
4820,152063846,Beth Fantaskey,2000,Jessica's Guide to Dating on the Dark Side,3.85,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2000,
4821,871401525,E.E. Cummings,1991,E.E. Cummings: Complete Poems 1904-1962,4.35,https://images.gr-assets.com/books/1355093052m/26596.jpg,1991,
4823,393240231,Caitlin Doughty,2014,Smoke Gets in Your Eyes: And Other Lessons from the Crematory,4.04,https://images.gr-assets.com/books/1416181987m/20663702.jpg,2014,
4824,399156585,Daniel Silva,2010,The Rembrandt Affair,4.26,https://images.gr-assets.com/books/1360176576m/7096123.jpg,2010,
4826,61147974,"Joe Hill, Christopher Golden",2005,20th Century Ghosts,3.95,https://images.gr-assets.com/books/1388224829m/373915.jpg,2005,
4827,375724508,David Mitchell,1999,Ghostwritten,4.06,https://images.gr-assets.com/books/1320415093m/6819.jpg,1999,
4829,159514322X,Richelle Mead,2015,The Ruby Circle,4.22,https://images.gr-assets.com/books/1409815340m/8709528.jpg,2015,
4830,316114278,Grace Lin,2009,Where the Mountain Meets the Moon,4.24,https://images.gr-assets.com/books/1344265026m/5983694.jpg,2009,
4831,087923573X,Arthur Ransome,1930,Swallows and Amazons,3.98,https://images.gr-assets.com/books/1277148503m/125190.jpg,1930,
4832,1402245793,Olivia Cunning,2011,Rock Hard,4.11,https://images.gr-assets.com/books/1295759548m/9442157.jpg,2011,
4834,9793062924,Andrea Hirata,2006,Sang Pemimpi,4.09,https://images.gr-assets.com/books/1489733383m/1407874.jpg,2006,
4835,743250621,A.J. Jacobs,2004,The Know-It-All: One Man's Humble Quest to Become the Smartest Person in the World,3.77,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2004,
4837,1400047463,Chris Bohjalian,2007,The Double Bind,3.62,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2007,
4839,7563035,S.K. Tremayne,2015,The Ice Twins,3.68,https://images.gr-assets.com/books/1415872674m/23553419.jpg,2015,
4840,1455549002,J.A. Redmerski,2013,The Edge of Always,4.02,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2013,
4841,452284449,Tracy Chevalier,1997,The Virgin Blue,3.65,https://images.gr-assets.com/books/1395581883m/2873.jpg,1997,
4842,1400069807,Michael Moss,2013,Salt Sugar Fat: How the Food Giants Hooked Us ,3.98,https://images.gr-assets.com/books/1361919312m/15797397.jpg,2013,
4843,152020683,"Edward Eager, N.M. Bodecker",1954,Half Magic,3.94,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1954,
4844,1594744548,"Steve Hockensmith, Jane Austen, Patrick Arrasmith",2007,"Dawn of the Dreadfuls (Pride and Prejudice and Zombies, #0.5)",3.47,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2007,
4845,553807242,Lisa Gardner,2010,Live To Tell,4.18,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2010,
4846,688128971,Kevin Henkes,1996,Lilly's Purple Plastic Purse,4.2,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1996,
4847,140143505,Helene Hanff,1970,"84, Charing Cross Road",4.19,https://images.gr-assets.com/books/1287338794m/368916.jpg,1970,
4849,553351397,"Thich Nhat Hanh, Arnold Kotler, Dalai Lama XIV",1990,Peace Is Every Step: The Path of Mindfulness in Everyday Life,4.34,https://images.gr-assets.com/books/1320544155m/14572.jpg,1990,
4851,1501117203,Anna Kendrick,2016,Scrappy Little Nobody,3.91,https://images.gr-assets.com/books/1469410391m/29868610.jpg,2016,
4853,385608020,Kate Atkinson,2010,"Started Early, Took My Dog",3.89,https://images.gr-assets.com/books/1273446011m/7307795.jpg,2010,
4854,930289447,"Jim Starlin, Jim Aparo, Mike DeCarlo",1988,Batman: A Death in the Family,4.05,https://images.gr-assets.com/books/1327940363m/107032.jpg,1988,
4855,1400069599,Colum McCann,2013,TransAtlantic,3.81,https://images.gr-assets.com/books/1367929787m/16085517.jpg,2013,
4856,61783161,Jeaniene Frost,2010,Eternal Kiss of Darkness,4.21,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2010,
4857,743571355,Lisa Lutz,2007,The Spellman Files,3.88,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2007,
4858,425165582,Clive Barker,1984,Books of Blood: Volumes 1-3,4.16,https://images.gr-assets.com/books/1306747123m/32626.jpg,1984,
4859,60763892,James Rollins,2007,The Judas Strain,4.15,https://images.gr-assets.com/books/1367267369m/294046.jpg,2007,
4860,785263713,Donald Miller,2000,Searching for God Knows What,3.92,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2000,
4861,60256710,Shel Silverstein,1976,The Missing Piece,4.27,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1976,
4862,61006629,Robert   Harris,1992,Fatherland,3.96,https://images.gr-assets.com/books/1261912137m/56842.jpg,1992,
4863,525951571,Daniel Suarez,2010,Freedom™,4.27,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2010,
4864,60088877,Thornton Wilder,1927,The Bridge of San Luis Rey,3.8,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1927,
4866,425227723,Laurell K. Hamilton,2009,Skin Trade,3.9,https://images.gr-assets.com/books/1310494564m/5215879.jpg,2009,
4867,875793266,James E. Talmage,1915,Jesus the Christ: A Study of the Messiah and His Mission according to Holy Scriptures both Ancient and Modern,4.63,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1915,
4868,1570820872,Don Ferguson,1994,Disney's the Lion King (Disney Classic Series),4.49,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1994,
4869,141439866,"Charlotte Brontë, Lucasta Miller, collaborative, Jessica Cox",1849,Shirley ,3.71,https://images.gr-assets.com/books/1422609409m/31168.jpg,1849,
4870,515116750,Nora Roberts,1995,Born in Ice,4.13,https://images.gr-assets.com/books/1388252955m/114129.jpg,1995,
4871,1842431021,Tom Robbins,2003,Villa Incognito,3.65,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2003,
4872,374260508,Paul Beatty,2015,The Sellout,3.8,https://images.gr-assets.com/books/1403430899m/22237161.jpg,2015,
4873,1401202225,"Bill Willingham, Mark Buckingham, Craig Hamilton, Steve Leialoha, P. Craig Russell",2004,"Fables, Volume 4: March of the Wooden Soldiers",4.29,https://images.gr-assets.com/books/1327870401m/21325.jpg,2004,
4874,804192979,"Lee Child, Dick Hill",2016,Night School,3.96,https://images.gr-assets.com/books/1478699350m/28077464.jpg,2016,
4875,345515501,Tess Gerritsen,2011,The Silent Girl,4.13,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2011,
4876,7175191,Dr. Seuss,1940,Horton Hatches the Egg,4.14,https://images.gr-assets.com/books/1408927129m/11301.jpg,1940,
4878,62248472,"Jenna Miscavige Hill, Lisa Pulitzer",2013,Beyond Belief: My Secret Life Inside Scientology and My Harrowing Escape,3.72,https://images.gr-assets.com/books/1354001608m/15827066.jpg,2013,
4879,865163480,"Plato, James J. Helm",-390,Απολογία,4.15,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,-390,
4880,1563893274,"Garth Ennis, Steve Dillon, Penn Jillette",1997,Preacher: Proud Americans,4.27,https://images.gr-assets.com/books/1309915653m/102953.jpg,1997,
4881,307595110,Anne Rice,2012,The Wolf Gift,3.52,https://images.gr-assets.com/books/1328214020m/12880428.jpg,2012,
4882,307960307,"Diane Muldrow, J.P. Miller",1954,The Little Red Hen (Little Golden Book),4.2,https://images.gr-assets.com/books/1320489925m/867650.jpg,1954,
4883,1455501476,Sandra Brown,2011,Lethal,4.04,https://images.gr-assets.com/books/1301590794m/10875239.jpg,2011,
4884,316017442,Dan Simmons,2007,The Terror,4,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2007,
4885,670447161,Ludwig Bemelmans,1953,Madeline's Rescue,4.24,https://images.gr-assets.com/books/1355323337m/773606.jpg,1953,
4886,61733636,"John Heilemann, Mark Halperin",2010,"Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime",4.1,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2010,
